ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Altitude,Region,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
836,Arabica,gabriel barbara,Brazil,helena,volcafe ltda.,973,monte carmelo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83
837,Arabica,aulia arif syahri,Indonesia,mudar,pt. olam indonesia,1250,bali,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83
838,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",3280,norte,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83
839,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83
840,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83
841,Arabica,u mg mg,Myanmar,wat-ka-bu,,4001,ywar ngan,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83
842,Arabica,viridiana,Mexico,rancho bonito,agroindustrias unidas de mexico sa de cv,1350-1500,chiapas,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83
843,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,1400 msnm,marcala,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83
844,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,Washed / Wet,7.67,7.5,7.5,7.25,07.08,7.42,10,10,10,7.42,81.83
845,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,taiwan coffee laboratory,700m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83
846,Arabica,essencecoffee,Indonesia,dozen small farmer,essence coffee,1300m,lington nihuta,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83
847,Arabica,afca,Malawi,kakoma,mzuzu coffee planters coop union,1556m,kakoma,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83
848,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1100,south of minas,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83
849,Arabica,,Honduras,gran manzana y el aguacate,cigrah,1350,comayagua,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83
850,Arabica,kurt kappeli,Mexico,various,globus coffee,1550 meters,"siltepec el triunfo, chiapas, mexico",Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83
851,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,de 1.600 a 1950 msnm,huila,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83
852,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83
853,Arabica,jacques pereira carneiro,Brazil,sertao farm,exportadora de cafés carmo de minas ltda,1250,sul de minas,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83
854,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83
855,Arabica,christina dusing,Mexico,finca muxbal,,1500,veracruz,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83
856,Arabica,jorge francisco martinez hachity,Mexico,el deseo,,1250,coatepec,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83
857,Arabica,nucoffee,Brazil,cianorte,,900-950m,cerrado,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83
858,Arabica,exportadora de cafe condor s.a,Colombia,,,1600-1800 msnm,huila,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83
859,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,,kona,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83
860,Arabica,juan luis alvarado romero,Guatemala,las merceditas,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75
861,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",1040,vietnam,Washed / Wet,7,07.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75
862,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,1500 - 1700,ngorogoro,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75
863,Arabica,cafe politico,Brazil,,cafe politico,,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75
864,Arabica,saul m. hernandez ramirez,Mexico,los magueyes,,774,"tenango de doria, hidalgo",Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75
865,Arabica,sergio landa alarcon,Mexico,finca tepictla,,1250,tepictla,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75
866,Arabica,diego manuel woolrich ramirez,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",,1100,oaxaca,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75
867,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,1550,la concordia,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75
868,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante doña graciela,finca las nubes,1650,la concordia,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75
869,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 msnm,huila,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75
870,Arabica,racafe & cia s.c.a,Colombia,,,de 1600 a 1950 msnm,huila,,7.42,7.58,6.92,07.08,7.25,8,10,10,10,7.5,81.75
871,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,890,south of minas,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67
872,Arabica,juan luis alvarado romero,Guatemala,las merceditas,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.42,7.42,07.08,7.42,7.33,7.42,10,10,10,7.58,81.67
873,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",4000,santa rosa,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67
874,Arabica,cadexsa,Honduras,bethel,cadexsa,1450,marcala,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67
875,Arabica,taylor winch (coffee) ltd.,"Tanzania, United Republic Of",ngima,volcafe/taylorwinch tanzania ltd,1800,mbinga,,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67
876,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",,jinotega,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67
877,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,,la plata,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67
878,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67
879,Arabica,dae ltd company,"Tanzania, United Republic Of",multiple,dae ltd company,1200-1800m,mbinga,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67
880,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 1,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67
881,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1260,south of minas,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67
882,Arabica,chris finch,Indonesia,,volcafe specialty coffee,,bener meriah,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67
883,Arabica,,Honduras,gran manzana y el aguacate,cigrah,1400,comayagua,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67
884,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",1850,tarrazu,Washed / Wet,7.5,7.17,7.17,7.17,7.5,07.08,10,10,10,08.08,81.67
885,Arabica,dane loraas,Mexico,,sustainable harvest,,veracruz,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67
886,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,mu he zi coffee 木盒子咖啡園,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67
887,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xin ka fei 國昕咖啡,blossom valley宸嶧國際,750 m,nantou,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67
888,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",Washed / Wet,7.5,7.42,07.08,7.58,7.33,7.33,10,10,10,7.42,81.67
889,Arabica,juan luis alvarado romero,Guatemala,finca el morito,finca el morito,5500-6000 psnm,jalapa,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67
890,Arabica,virginia gordillo gordillo,Mexico,finca cafetalera la suiza,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",1650,tuxtla gutierrez,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67
891,Arabica,jose luis munoz guerrero,Mexico,,,1400,yajalon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,07.08,81.67
892,Arabica,christina dusing,Mexico,ucipa santa catarina,,1200,veracruz,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67
893,Arabica,alfredo bojalil,Mexico,finca nueva linda,ecomtrading,1400,"la concordia, chiapas",Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67
894,Arabica,miguel cortes moreno,Mexico,sacún palma,"estrategias constructivas corzu, s.a. de c.v.",940,"sacún palma, municipio de chilón, chiapas",Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67
895,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67
896,Arabica,mdh,Honduras,various,molinos de honduras,1200,western region,Washed / Wet,7.5,7.42,07.08,7.42,7.5,7.33,10,10,10,7.33,81.58
897,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",190164,huehuetenango,Washed / Wet,7.42,7.42,07.08,7.5,7.42,7.33,10,10,10,7.42,81.58
898,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,800,natou county,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58
899,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,"ceca,s.a.",1.3,turrialba,Washed / Wet,7.58,7.42,7.5,7.17,07.08,7.58,10,10,10,7.25,81.58
900,Arabica,acacia hills ltd,"Tanzania, United Republic Of",acacia hills,acacia hills ltd,1800,"oldeani , mongola",Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58
901,Arabica,afca,Malawi,kavuzi,mzuzu coffee planters coop union,1100m,mzuzu,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58
902,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jacob's estate 雅谷咖啡,"red on tree co., ltd.",850 m,natou county,Semi-washed / Semi-pulped,7.33,7.17,07.08,07.08,8.33,8.25,10,10,9.33,7,81.58
903,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1260,south of minas,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58
904,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58
905,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58
906,Arabica,enrique eduardo lopez aguilar,Mexico,las nubes - pante don jaime,finca santa cruz,1600,la concordia,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58
907,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don jaime,finca santa cruz,1650,la concordia,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58
908,Arabica,doi chaang coffee company,Thailand,"doi chaang coffee original co.,ltd",,4921ft,"doi chaang village, chiang rai, thialand",,07.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58
909,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58
910,Arabica,benjamin schmerler,Costa Rica,,,4500-6000 feet,tarrazu,,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58
911,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",4000,santa rosa,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5
912,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,exportadora atlantic s.a,1100,jalapa,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5
913,Arabica,elsy reyes,Honduras,las cuchillas,cigrah,1400,comayagua,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5
914,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",,santa rosa,,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5
915,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,谷泉咖啡莊園,宸嶧國際,160-200m,古坑鄉荷包村尖山坑60號,Natural / Dry,7.5,7.42,7.33,07.08,7.58,7.25,10,10,10,7.33,81.5
916,Arabica,genius coffee,Myanmar,mixed,"aung nay lin htun co., ltd",4000 ft,ywar ngan township,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5
917,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Washed / Wet,7.83,7.33,07.08,07.08,7.33,7.5,10,10,10,7.33,81.5
918,Arabica,afca,Malawi,chinongo,mzuzu coffee planters coop union,1599m,mzuzu,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5
919,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 psnm,oriente,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5
920,Arabica,"lin, che-hao krude 林哲豪",Taiwan,good mood coffee 馨晴咖啡        ,"red on tree co., ltd.",900 m,natou county,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5
921,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,exportadora de cafés carmo de minas ltda,1200,sul de minas,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5
922,Arabica,myriam kaplan-pasternak,Haiti,mixed,haiti coffee,400-1250m,"dondon, haiti",Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5
923,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,xu yuan zhang 徐源漳,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5
924,Arabica,alfredo bojalil,Mexico,nueva linda,ecomtrading,1150,"la concordia, chiapas",Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5
925,Arabica,alfredo bojalil,Mexico,productor independiente guadalupe victoria,ecomtrading,1600,amatenango de la frontera,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5
926,Arabica,jose luis munoz guerrero,Mexico,santa maria temaxcalapa,,1100,temaxcalapa,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,07.08,81.5
927,Arabica,jose luis munoz guerrero,Mexico,canoa manzanillo,,1000,manzanillo,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5
928,Arabica,tomas edelmann blass,Mexico,hamburgo 7 arroyos,,1250,tapachula,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5
929,Arabica,maria de la paz aguilar guillen,Mexico,el romance azul,,1100,atoyac de alvarez,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5
930,Arabica,specialty coffee association of indonesia,Indonesia,"ijen highland, east java",scai,1200-1600masl,ijen,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5
931,Arabica,jacques pereira carneiro,Brazil,sertao,exportadora de cafés carmo de minas ltda,1.25,sul de minas,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5
932,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",,oriente,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5
933,Arabica,racafe & cia s.c.a,Colombia,,,1050 - 1850,cauca,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5
934,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,kona,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5
935,Arabica,cafes tomari sa de cv,Mexico,cafetal,cafes tomari sa de cv,1100,veracruz,Washed / Wet,7.58,7.33,07.08,7.33,7.5,7.33,10,10,10,7.25,81.42
936,Arabica,juan luis alvarado romero,Guatemala,nueva granada,"agricola nueva granada, s.a.",4500,san marcos,Washed / Wet,7.42,7.33,07.08,7.58,7.33,7.25,10,10,10,7.42,81.42
937,Arabica,cafebras,Brazil,fazenda rio brilhante,cafebras comercio de cafés do brasil sa,1100,cerrado,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42
938,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,1400 msnm,marcala,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42
939,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,山彎有機咖啡農場,宸嶧國際,110公尺,苗栗三灣,Washed / Wet,7.83,7.75,7.42,7.17,07.08,07.08,10,10,10,07.08,81.42
940,Arabica,afca,Malawi,chimpumba,mzuzu coffee planters coop union,1422,mzuzu,Washed / Wet,7.58,7.17,7.33,7.42,07.08,7.42,10,10,10,7.42,81.42
941,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1100,south of minas,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42
942,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,cafcom,1550 mts.,"san lucas toliman, solola",Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,07.08,81.42
943,Arabica,kurt kappeli,Mexico,various,globus coffee,1550 meter,siltepec el triunfo,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42
944,Arabica,dane loraas,Peru,,sustainable harvest,,puno,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42
945,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,07.08,81.42
946,Arabica,saul m. hernandez ramirez,Mexico,palantla,,763,"huazalingo, hidalgo",Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42
947,Arabica,grupo cafetalero los brujos spr de rl,Mexico,los brujos,grupo cafetalero los brujos,1100,"coatepec, coatepec",Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42
948,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1750 m.s.n.m,huila,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42
949,Arabica,exportadora de cafe condor s.a,Colombia,,,1880 msnm,cauca,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42
950,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,,kona,,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42
951,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,,huila,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33
952,Arabica,bismarck castro,Honduras,las cuchillas,cigrah s.a de c.v,1500,comayagua,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33
953,Arabica,angel oscar medina rodriguez,Mexico,,ac la laja sa de cv,1130,veracruz,,7.67,7.42,7,7.42,7.58,07.08,10,10,10,7.17,81.33
954,Arabica,cafebras,Brazil,fazenda sacramento,cafebras comercio de cafés do brasil sa,1100,cerrado,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33
955,Arabica,cadexsa,Honduras,bethel,cadexsa,1350,marcala,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33
956,Arabica,jacques pereira carneiro,Brazil,sertao farm,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,Other,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33
957,Arabica,victoria,Philippines,bacofa,s3v international importing,1400 masl,"davao city, region 11",Washed / Wet,07.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33
958,Arabica,afca,Malawi,usingini farm,mzuzu coffee planters coop union,1200m,mzuzu,Washed / Wet,7.75,7.33,07.08,7.33,7.33,7.25,10,10,10,7.25,81.33
959,Arabica,mayra yessenia torres,Honduras,el cerron,"olam honduras, s.a.",1450 msnm,san marcos,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33
960,Arabica,julio perez hernandez,Mexico,,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33
961,Arabica,hector gabriel barreda nader,Mexico,cruz verde,,1000,veracruz,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33
962,Arabica,klem organics,Brazil,fazendas klem ltda,klem organics coffee,1100,matas de minas        ,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33
963,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jing jing café 晶晶坊青山咖啡教室,taiwan coffee laboratory,680,"dongshan dist., tainan city 台南市東山區",Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,81.25
964,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1,south of minas,Natural / Dry,7.17,7.42,7.17,07.08,6.92,8.17,10,10,10,7.33,81.25
965,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,"comercial internacional exportadora, s.a.",1100,jinotega,Washed / Wet,07.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25
966,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,1400 msn,marcala,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25
967,Arabica,essencecoffee,Guatemala,el injerto s.a.,essence coffee,1700m,huehuetenango,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25
968,Arabica,shangrilla estate ltd,"Tanzania, United Republic Of",shangrilla estate,shangrilla estate ltd,1700,karatu ngorogoro,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25
969,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,jia jia coffee 佳佳咖啡莊,blossom valley宸嶧國際,650 m,nantou,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,81.25
970,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",5000 f,"sacatepequez, guatemala",Washed / Wet,7.5,7.33,7.5,7.58,7,7.25,10,10,10,07.08,81.25
971,Arabica,alfredo bojalil,Mexico,finca chanjul,ecomtrading,1500,motozintla,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25
972,Arabica,"exportadora atlantic, s.a.",Nicaragua,las promesas de san blass,exportadora atlantic s.a,1200,"dipilto, nueva segovia",Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17
973,Arabica,immaculata john,"Tanzania, United Republic Of",mviwambi coffee farmers,mviwambi coffee farm,100/2000,"ruvuma, mbinga",Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17
974,Arabica,andreas kussmaul,Mexico,exportadora café california,exportadora café california,1200,"chiapas, jaltenango",Washed / Wet,7.75,7.58,07.08,7.25,07.08,7.25,10,10,10,7.17,81.17
975,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,Washed / Wet,7.5,7.5,7.33,7.17,07.08,7.17,10,10,10,7.42,81.17
